fundCode,fundName,setupDate,issueDate,wrtOffDate,isinitial,fundCorp,ivstTypeCode,ivstTypeInDt,ivstTypeExDt,fundType,typeInDt,typeExDt,frstIvstType,scndIvstType
000195.OF,工银瑞信成长收益A,20130626,20130603,,1,工银瑞信基金,2.00E+15,20190719,,开放式,20130626,,混合型基金,灵活配置型基金
000195.OF,工银瑞信成长收益A,20130626,20130603,,1,工银瑞信基金,2.00E+15,20130626,20190718,开放式,20130626,,混合型基金,偏债混合型基金
000196.OF,工银瑞信成长收益B,20130626,20130603,,0,工银瑞信基金,2.00E+15,20190719,,开放式,20130626,,混合型基金,灵活配置型基金
000196.OF,工银瑞信成长收益B,20130626,20130603,,0,工银瑞信基金,2.00E+15,20130626,20190718,开放式,20130626,,混合型基金,偏债混合型基金
000197.OF,富国一年期纯债,20130627,20130530,,1,富国基金,2.00E+15,20130627,,开放式,20130627,,债券型基金,中长期纯债型基金
000198.OF,天弘余额宝,20130529,20130527,,1,天弘基金,2.00E+15,20130529,,开放式,20130529,,货币市场型基金,货币市场型基金
000199!1.OF,国泰目标收益保本,20130812,20130712,20141229,1,国泰基金,2.00E+15,20130812,20141229,开放式,20130812,20141229,混合型基金,偏债混合型基金
000199.OF,国泰量化策略收益,20150116,20150116,,1,国泰基金,2.00E+15,20181227,,开放式,20150116,,混合型基金,偏股混合型基金
000199.OF,国泰量化策略收益,20150116,20150116,,1,国泰基金,2.00E+15,20150116,20181226,开放式,20150116,,混合型基金,灵活配置型基金
000200.OF,博时岁岁增利,20130626,20130603,,1,博时基金,2.00E+15,20130626,,开放式,20130626,,债券型基金,中长期纯债型基金
000201.OF,诺安泰鑫一年A,20131105,20130930,,1,诺安基金,2.00E+15,20131105,,开放式,20131105,,债券型基金,中长期纯债型基金
000202.OF,富国两年期纯债,20130913,20130822,20191121,1,富国基金,2.00E+15,20130913,20191121,开放式,20130913,20191121,债券型基金,中长期纯债型基金
000203.OF,国富日日收益A,20130724,20130708,,1,国海富兰克林基金,2.00E+15,20130724,,开放式,20130724,,货币市场型基金,货币市场型基金
000204.OF,国富日日收益B,20130724,20130708,,0,国海富兰克林基金,2.00E+15,20130724,,开放式,20130724,,货币市场型基金,货币市场型基金
000205.OF,易方达投资级信用债A,20130910,20130819,,1,易方达基金,2.00E+15,20130910,,开放式,20130910,,债券型基金,中长期纯债型基金
000206.OF,易方达投资级信用债C,20130910,20130819,,0,易方达基金,2.00E+15,20130910,,开放式,20130910,,债券型基金,中长期纯债型基金
000207.OF,建信双债增强A,20130725,20130626,,1,建信基金,2.00E+15,20130725,,开放式,20130725,,债券型基金,混合债券型一级基金
000208.OF,建信双债增强C,20130725,20130626,,0,建信基金,2.00E+15,20130725,,开放式,20130725,,债券型基金,混合债券型一级基金
000209.OF,信诚新兴产业,20130717,20130617,,1,中信保诚基金,2.00E+15,20130717,20150802,开放式,20130717,,股票型基金,普通股票型基金
000209.OF,信诚新兴产业,20130717,20130617,,1,中信保诚基金,2.00E+15,20150803,,开放式,20130717,,混合型基金,偏股混合型基金
000210.OF,光大现金宝A,20130905,20130821,,1,光大保德信基金,2.00E+15,20130905,,开放式,20130905,,货币市场型基金,货币市场型基金
000211.OF,光大现金宝B,20130905,20130821,,0,光大保德信基金,2.00E+15,20130905,,开放式,20130905,,货币市场型基金,货币市场型基金
000212.OF,泰信鑫益A,20130717,20130619,,1,泰信基金,2.00E+15,20130717,,开放式,20130717,,债券型基金,中长期纯债型基金
000213.OF,泰信鑫益C,20130717,20130619,,0,泰信基金,2.00E+15,20130717,,开放式,20130717,,债券型基金,中长期纯债型基金
000214.OF,广发成长优选,20131211,20131111,,1,广发基金,2.00E+15,20131211,,开放式,20131211,,混合型基金,灵活配置型基金
000215.OF,广发趋势优选A,20130911,20130819,,1,广发基金,2.00E+15,20130911,,开放式,20130911,,混合型基金,灵活配置型基金
000216.OF,华安易富黄金ETF联接A,20130822,20130724,,1,华安基金,2.00E+15,20130822,,开放式,20130822,,另类投资基金,商品型基金
000217.OF,华安易富黄金ETF联接C,20130822,20130724,,0,华安基金,2.00E+15,20130822,,开放式,20130822,,另类投资基金,商品型基金
000218.OF,国泰黄金ETF联接A,20160413,20160405,,1,国泰基金,2.00E+15,20160413,,开放式,20160413,,另类投资基金,商品型基金
000219.OF,博时裕益灵活配置,20130729,20130628,,1,博时基金,2.00E+15,20130729,,开放式,20130729,,混合型基金,灵活配置型基金
000220.OF,富国医疗保健行业,20130807,20130710,,1,富国基金,2.00E+15,20150721,,开放式,20130807,,混合型基金,偏股混合型基金
000220.OF,富国医疗保健行业,20130807,20130710,,1,富国基金,2.00E+15,20130807,20150720,开放式,20130807,,股票型基金,普通股票型基金
000221.OF,汇添富年年利A,20130906,20130815,,1,汇添富基金,2.00E+15,20130906,,开放式,20130906,,债券型基金,中长期纯债型基金
000222.OF,汇添富年年利C,20130906,20130815,,0,汇添富基金,2.00E+15,20130906,,开放式,20130906,,债券型基金,中长期纯债型基金
000225.OF,长盛年年收益A,20130809,20130703,,1,长盛基金,2.00E+15,20130809,,开放式,20130809,,债券型基金,中长期纯债型基金
000226.OF,长盛年年收益C,20130809,20130703,,0,长盛基金,2.00E+15,20130809,,开放式,20130809,,债券型基金,中长期纯债型基金
000227.OF,华安年年红A,20131114,20131016,,1,华安基金,2.00E+15,20131114,,开放式,20131114,,债券型基金,中长期纯债型基金
000235.OF,诺安稳固收益,20130821,20130722,,1,诺安基金,2.00E+15,20130821,,开放式,20130821,,债券型基金,中长期纯债型基金
000236.OF,工银月月薪定期支付A,20130814,20130715,,1,工银瑞信基金,2.00E+15,20130814,,开放式,20130814,,债券型基金,混合债券型二级基金
000237.OF,国投瑞银岁添利A,20130821,20130710,20191115,1,国投瑞银基金,2.00E+15,20130821,20191115,开放式,20130821,20191115,债券型基金,中长期纯债型基金
000238.OF,国投瑞银岁添利C,20130821,20130710,20191115,0,国投瑞银基金,2.00E+15,20130821,20191115,开放式,20130821,20191115,债券型基金,中长期纯债型基金
000239.OF,华安年年盈A,20150203,20150112,,1,华安基金,2.00E+15,20150203,,开放式,20150203,,债券型基金,中长期纯债型基金
000240.OF,华安年年盈C,20150203,20150112,,0,华安基金,2.00E+15,20150203,,开放式,20150203,,债券型基金,中长期纯债型基金
000241.OF,宝盈核心优势C,20130801,,,0,宝盈基金,2.00E+15,20130801,,开放式,20130801,,混合型基金,灵活配置型基金
000242.OF,景顺长城策略精选,20130807,20130701,,1,景顺长城基金,2.00E+15,20130807,,开放式,20130807,,混合型基金,灵活配置型基金
000244.OF,天弘稳利A,20130719,20130627,,1,天弘基金,2.00E+15,20130719,,开放式,20130719,,债券型基金,中长期纯债型基金
000245.OF,天弘稳利B,20130719,20130627,,0,天弘基金,2.00E+15,20130719,,开放式,20130719,,债券型基金,中长期纯债型基金
000246.OF,博时月月薪,20130725,20130702,,1,博时基金,2.00E+15,20130725,,开放式,20130725,,债券型基金,中长期纯债型基金
000247.OF,方正富邦互利定期开放,20130911,20130801,20170925,1,方正富邦基金,2.00E+15,20130911,20170925,开放式,20130911,20170925,债券型基金,中长期纯债型基金
000248.OF,汇添富中证主要消费ETF联接,20150324,20150309,,1,汇添富基金,2.00E+15,20150324,,开放式,20150324,,股票型基金,被动指数型基金
000251.OF,工银瑞信金融地产,20130826,20130717,,1,工银瑞信基金,2.00E+15,20150805,,开放式,20130826,,混合型基金,偏股混合型基金
000251.OF,工银瑞信金融地产,20130826,20130717,,1,工银瑞信基金,2.00E+15,20130826,20150804,开放式,20130826,,股票型基金,普通股票型基金
000252.OF,景顺长城景兴信用纯债A,20130826,20130725,,1,景顺长城基金,2.00E+15,20130826,,开放式,20130826,,债券型基金,中长期纯债型基金
000253.OF,景顺长城景兴信用纯债C,20130826,20130725,,0,景顺长城基金,2.00E+15,20130826,,开放式,20130826,,债券型基金,中长期纯债型基金
000254.OF,长城增强收益A,20130906,20130808,,1,长城基金,2.00E+15,20130906,,开放式,20130906,,债券型基金,中长期纯债型基金
000255.OF,长城增强收益C,20130906,20130808,,0,长城基金,2.00E+15,20130906,,开放式,20130906,,债券型基金,中长期纯债型基金
000256.OF,上投摩根红利回报A,20130918,20130819,,1,上投摩根基金,2.00E+15,20130918,,开放式,20130918,,混合型基金,偏债混合型基金
000257.OF,上投摩根岁岁盈A,20130828,20130729,20181108,1,上投摩根基金,2.00E+15,20130828,20181108,开放式,20130828,20181108,债券型基金,中长期纯债型基金
000258.OF,上投摩根岁岁盈C,20130828,20130729,20181108,0,上投摩根基金,2.00E+15,20130828,20181108,开放式,20130828,20181108,债券型基金,中长期纯债型基金
000259.OF,农银汇理区间收益,20130821,20130729,,1,农银汇理基金,2.00E+15,20130821,,开放式,20130821,,混合型基金,灵活配置型基金
000260.OF,信诚季季定期支付,20130912,20130815,20180426,1,中信保诚基金,2.00E+15,20130912,20180426,开放式,20130912,20180426,债券型基金,混合债券型二级基金
000263.OF,工银瑞信信息产业,20131111,20131009,,1,工银瑞信基金,2.00E+15,20131111,20150804,开放式,20131111,,股票型基金,普通股票型基金
000263.OF,工银瑞信信息产业,20131111,20131009,,1,工银瑞信基金,2.00E+15,20150805,,开放式,20131111,,混合型基金,偏股混合型基金
000264.OF,博时内需增长灵活配置,20130715,20130715,,1,博时基金,2.00E+15,20130715,,开放式,20130715,,混合型基金,灵活配置型基金
000265.OF,易方达恒久添利1年A,20140910,20140818,,1,易方达基金,2.00E+15,20140910,,开放式,20140910,,债券型基金,中长期纯债型基金
000266.OF,易方达恒久添利1年C,20140910,20140818,,0,易方达基金,2.00E+15,20140910,,开放式,20140910,,债券型基金,中长期纯债型基金
000267.OF,广发集利一年A,20130821,20130729,,1,广发基金,2.00E+15,20130821,,开放式,20130821,,债券型基金,中长期纯债型基金
000268.OF,广发集利一年C,20130821,20130729,,0,广发基金,2.00E+15,20130821,,开放式,20130821,,债券型基金,中长期纯债型基金
000269.OF,嘉实合润双债两年期,20170720,20170417,20190816,1,嘉实基金,2.00E+15,20170720,20190816,开放式,20170720,20190816,债券型基金,中长期纯债型基金
000270.OF,建信灵活配置,20130903,20130805,,1,建信基金,2.00E+15,20191011,,开放式,20130903,,混合型基金,灵活配置型基金
000270.OF,建信灵活配置,20130903,20130805,,1,建信基金,2.00E+15,20130903,20191010,开放式,20130903,,混合型基金,偏债混合型基金
000271.OF,中邮定期开放A,20131105,20131008,,1,中邮基金,2.00E+15,20131105,,开放式,20131105,,债券型基金,中长期纯债型基金
000272.OF,中邮定期开放C,20131105,20131008,,0,中邮基金,2.00E+15,20131105,,开放式,20131105,,债券型基金,中长期纯债型基金
000273.OF,华润元大安鑫A,20130911,20130819,,1,华润元大基金,2.00E+15,20130911,20140917,开放式,20130911,,混合型基金,偏债混合型基金
000273.OF,华润元大安鑫A,20130911,20130819,,1,华润元大基金,2.00E+15,20140918,,开放式,20130911,,混合型基金,灵活配置型基金
000274.OF,广发亚太中高收益人民币,20131128,20131014,,1,广发基金,2.00E+15,20131128,,开放式,20131128,,国际(QDII)基金,国际(QDII)债券型基金
000275.OF,广发亚太中高收益美元,20131128,20131014,,0,广发基金,2.00E+15,20131128,,开放式,20131128,,国际(QDII)基金,国际(QDII)债券型基金
000277.OF,博时双月薪,20131022,20130829,,1,博时基金,2.00E+15,20131022,,开放式,20131022,,债券型基金,中长期纯债型基金
000278.OF,融通通泽,20130830,20130801,20171117,1,融通基金,2.00E+15,20130830,20171117,封闭式,20130830,20140901,混合型基金,灵活配置型基金
000278.OF,融通通泽,20130830,20130801,20171117,1,融通基金,2.00E+15,20130830,20171117,开放式,20140902,20171117,混合型基金,灵活配置型基金
000279.OF,华商红利优选,20130917,20130819,,1,华商基金,2.00E+15,20130917,,开放式,20130917,,混合型基金,灵活配置型基金
000280.OF,博时双债增强A,20130913,20130815,20180226,1,博时基金,2.00E+15,20130913,20180226,开放式,20130913,20180226,债券型基金,中长期纯债型基金
000281.OF,博时双债增强C,20130913,20130815,20180226,0,博时基金,2.00E+15,20130913,20180226,开放式,20130913,20180226,债券型基金,中长期纯债型基金
000284.OF,富安达信用主题轮动A,20131025,20131010,20161025,1,富安达基金,2.00E+15,20131025,20161025,开放式,20131025,20161025,债券型基金,中长期纯债型基金
000285.OF,富安达信用主题轮动C,20131025,20131010,20161025,0,富安达基金,2.00E+15,20131025,20161025,开放式,20131025,20161025,债券型基金,中长期纯债型基金
000286.OF,银华信用季季红A,20130918,20130826,,1,银华基金,2.00E+15,20130918,,开放式,20130918,,债券型基金,中长期纯债型基金
000287.OF,银华永利A,20140122,20131223,20180627,1,银华基金,2.00E+15,20140122,20180627,开放式,20140122,20180627,债券型基金,混合债券型二级基金
000288.OF,银华永利C,20140122,20131223,20180627,0,银华基金,2.00E+15,20140122,20180627,开放式,20140122,20180627,债券型基金,混合债券型二级基金
000289.OF,鹏华丰泰A,20130924,20130819,,1,鹏华基金,2.00E+15,20130924,,开放式,20130924,,债券型基金,中长期纯债型基金
000290.OF,鹏华全球高收益债人民币,20131022,20130826,,1,鹏华基金,2.00E+15,20131022,,开放式,20131022,,国际(QDII)基金,国际(QDII)债券型基金
000291!1.OF,鹏华丰信分级,20131022,20131008,20180514,0,鹏华基金,2.00E+15,20131022,20180514,开放式,20131022,20180514,债券型基金,混合债券型一级基金
000291.OF,鹏华普悦,20180515,20180515,20181225,1,鹏华基金,2.00E+15,20180515,20181225,开放式,20180515,20181225,债券型基金,混合债券型二级基金
000292.OF,鹏华丰信分级A,20131022,20131008,20180514,1,鹏华基金,2.00E+15,20131022,20180514,开放式,20131022,20180514,债券型基金,混合债券型一级基金
000293.OF,鹏华丰信分级B,20131022,20131008,20180514,0,鹏华基金,2.00E+15,20131022,20180514,开放式,20131022,20180514,债券型基金,混合债券型一级基金
000294.OF,华安生态优先,20131128,20131101,,1,华安基金,2.00E+15,20131128,20150805,开放式,20131128,,股票型基金,普通股票型基金
000294.OF,华安生态优先,20131128,20131101,,1,华安基金,2.00E+15,20150806,,开放式,20131128,,混合型基金,偏股混合型基金
000295.OF,鹏华丰实A,20130910,20130819,,1,鹏华基金,2.00E+15,20130910,,开放式,20130910,,债券型基金,中长期纯债型基金
000296.OF,鹏华丰实B,20130910,20130819,,0,鹏华基金,2.00E+15,20130910,,开放式,20130910,,债券型基金,中长期纯债型基金
000297.OF,鹏华可转债,20150203,20150112,,1,鹏华基金,2.00E+15,20150203,,开放式,20150203,,债券型基金,混合债券型二级基金
