fund,offer,redeem,inv1,inv2
003637.OF,"[[100.0, 500.0, inf], [0.006, 0.003, 500.0]]","[[7, 30, 180, 365, inf], [0.015, 0.006, 0.003, 0.0015, 0.0]]",['普通投资群体'],['普通投资群体']
003638.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003639.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003640.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 90, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003641.OF,"[[[50.0, 200.0, 500.0, inf], [0.008, 0.006, 0.004, 1000.0]], [[50.0, 200.0, 500.0, inf], [0.0024, 0.0018, 0.0012, 1000.0]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003642.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003643.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
003645.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003646.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.008, 0.003, 1000.0]]","[[7, 30, 180, 365, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003647.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003648.OF,"[[100.0, 500.0, inf], [0.008, 0.005, 1000.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003650.OF,"[[100.0, 200.0, 500.0, inf], [0.007, 0.005, 0.003, 1000.0]]","[[7, 180, 365, inf], [0.015, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003651.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 180, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003652.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003653.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003654.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003655.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.01, 0.006, 1000.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003656.OF,"[[[100.0, 200.0, 500.0, inf], [0.008, 0.005, 0.003, 500.0]], [[100.0, 200.0, 500.0, inf], [0.0008, 0.0005, 0.0003, 500.0]]]","[[7, 29, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003657.OF,"[[inf], [0.0]]","[[7, 29, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003658.OF,"[[[50.0, 200.0, 500.0, inf], [0.015, 0.01, 0.005, 1000.0]], [[50.0, 200.0, 500.0, inf], [0.0045, 0.003, 0.0015, 1000.0]]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003659.OF,"[[100.0, 250.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003660.OF,"[[100.0, 500.0, inf], [0.0057, 0.0035, 1000.0]]","[[7, 730, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003661.OF,"[[inf], [0.0]]","[[7, 730, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003662.OF,"[[[100.0, 500.0, inf], [0.006, 0.003, 1000.0]], [[100.0, 500.0, inf], [0.0024, 0.0009, 1000.0]]]","[[7, 360, inf], [0.015, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003663.OF,"[[[100.0, 500.0, inf], [0.008, 0.004, 1000.0]], [[100.0, 500.0, inf], [0.0032, 0.0012, 1000.0]]]","[[180, inf], [0.015, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003664.OF,"[[100.0, 500.0, inf], [0.006, 0.004, 1000.0]]","[[7, 365, 730, inf], [0.015, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003665.OF,"[[inf], [0.0]]","[[7, 365, 730, inf], [0.015, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003666.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003667.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003668.OF,"[[[100.0, 500.0, inf], [0.007, 0.005, 1000.0]], [[100.0, 500.0, inf], [0.003, 0.0018, 1000.0]]]","[[7, 90, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003669.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003670.OF,"[[100.0, 300.0, 500.0, inf], [0.015, 0.01, 0.008, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003671.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003672.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 365, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003673.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003674.OF,"[[100.0, 500.0, inf], [0.008, 0.005, 500.0]]","[[7, 180, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003675.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003676.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003677.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003678.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
003679.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
003680.OF,"[[100.0, 200.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 183, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003681.OF,"[[100.0, 200.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003682.OF,"[[[100.0, 300.0, 500.0, inf], [0.006, 0.003, 0.0008, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0006, 0.0003, 0.0001, 100.0]]]","[[7, 365, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003683.OF,"[[inf], [0.0]]","[[7, 365, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003684.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003685.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003686.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003687.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003689.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003690.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003691.OF,"[[[50.0, 100.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]], [[50.0, 100.0, 500.0, inf], [0.0008, 0.0005, 0.0003, 1000.0]]]","[[7, 365, inf], [0.015, 0.002, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003692.OF,"[[[50.0, 200.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]], [[50.0, 200.0, 500.0, inf], [0.003, 0.0024, 0.0016, 1000.0]]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003693.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003694.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003695.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003696.OF,"[[[inf], [1000.0]], [[inf], [0.6]]]","[[7, 30, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003697.OF,"[[50.0, 200.0, 500.0, inf], [0.006, 0.004, 0.002, 1000.0]]","[[7, 30, 365, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003698.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003699.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003700.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003701.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003702.OF,"[[100.0, 500.0, inf], [0.012, 0.008, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003703.OF,"[[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 100.0]], [[100.0, 300.0, 500.0, inf], [0.0008, 0.0005, 0.0003, 1000.0]]]","[[7, 90, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003704.OF,"[[[50.0, 100.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]], [[50.0, 100.0, 500.0, inf], [0.0015, 0.0012, 0.0008, 1000.0]]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.002, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003705.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003706.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003707.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003708.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 90, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003709.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003710.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003711.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
003712.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
003713.OF,"[[100.0, 500.0, inf], [0.008, 0.005, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003714.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003715.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.01, 0.008, 1000.0]]","[[7, 30, 180, 365, 730, inf], [0.015, 0.0075, 0.005, 0.002, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003716.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003717.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.012, 0.006, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003718.OF,"[[[20.0, 100.0, 200.0, inf], [0.012, 0.008, 0.005, 200.0]], [[20.0, 100.0, 200.0, inf], [0.0012, 0.0008, 0.0005, 200.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['场外']
003719.OF,"[[[20.0, 100.0, 200.0, inf], [0.012, 0.008, 0.005, 200.0]], [[20.0, 100.0, 200.0, inf], [0.0012, 0.0008, 0.0005, 200.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['场外']
003720.OF,"[[[20.0, 100.0, 200.0, inf], [0.012, 0.008, 0.005, 200.0]], [[20.0, 100.0, 200.0, inf], [0.0012, 0.0008, 0.0005, 200.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['场外']
003721.OF,"[[[20.0, 100.0, 200.0, inf], [0.012, 0.008, 0.005, 200.0]], [[20.0, 100.0, 200.0, inf], [0.0012, 0.0008, 0.0005, 200.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['场外']
003722.OF,"[[[20.0, 100.0, 200.0, inf], [0.01, 0.006, 0.003, 200.0]], [[20.0, 100.0, 200.0, inf], [0.0012, 0.0008, 0.0005, 200.0]]]","[[6, 364, 729, inf], [0.015, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['场外']
003723.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003726.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003727.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003728.OF,"[[100.0, 500.0, inf], [0.008, 0.005, 1000.0]]","[[7, 180, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003730.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 90, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003731.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 180, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003732.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003733.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 60, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003734.OF,"[[[100.0, 300.0, 500.0, inf], [0.006, 0.004, 0.002, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0006, 0.0004, 0.0002, 1000.0]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003735.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003736.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003737.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003738.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003739.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]]","[[7, 30, 180, 360, 730, inf], [0.015, 0.0075, 0.005, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003740.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003741.OF,"[[[100.0, 500.0, inf], [0.008, 0.004, 1000.0]], [[100.0, 500.0, inf], [0.0032, 0.0012, 1000.0]]]","[[7, 30, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003742.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003743.OF,"[[[100.0, 200.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]], [[100.0, 200.0, 500.0, inf], [0.0032, 0.002, 0.0012, 1000.0]]]","[[7, 365, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003744.OF,"[[inf], [0.0]]","[[7, 365, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003745.OF,"[[100.0, 300.0, 500.0, inf], [0.015, 0.01, 0.008, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.003, 0.0]]",['普通投资群体'],['普通投资群体']
003746.OF,"[[100.0, 300.0, 500.0, inf], [0.006, 0.003, 0.0008, 1000.0]]","[[90, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
003747.OF,"[[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0008, 0.0005, 0.0003, 1000.0]]]","[[7, 30, 90, inf], [0.015, 0.01, 0.002, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003748.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.01, 0.0]]",['普通投资群体'],['普通投资群体']
003749.OF,"[[100.0, 200.0, 500.0, inf], [0.012, 0.008, 0.003, 1000.0]]","[[7, 30, 180, 365, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003750.OF,"[[inf], [0.0]]","[[7, 30, 90, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003751.OF,"[[[100.0, 300.0, 500.0, inf], [0.015, 0.01, 0.006, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0015, 0.001, 0.0006, 1000.0]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003752.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
003753.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
003754.OF,"[[[inf], [1000.0]], [[inf], [0.6]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003755.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003756.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003757.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003758.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003759.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003760.OF,"[[20.0, 50.0, 100.0, inf], [0.01, 0.008, 0.005, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003761.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003762.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.012, 0.006, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003763.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003765.OF,"[[100.0, 500.0, inf], [0.012, 0.008, 1000.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.003, 0.0]]",['普通投资群体'],['普通投资群体']
003766.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.0013, 0.0]]",['普通投资群体'],['普通投资群体']
003767.OF,"[[[100.0, 250.0, 500.0, inf], [0.008, 0.006, 0.004, 1000.0]], [[100.0, 250.0, 500.0, inf], [0.002, 0.0015, 0.001, 1000.0]]]","[[6, 29, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003768.OF,"[[inf], [0.0]]","[[6, 29, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003769.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.012, 0.006, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
003770.OF,"[[100.0, 200.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 30, inf], [0.015, 0.0075, 0.0]]",['普通投资群体'],['普通投资群体']
003772.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003773.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003774.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003775.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003776.OF,"[[100.0, 500.0, 1000.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 365, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003777.OF,"[[inf], [0.0]]","[[7, 365, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
003778.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003779.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003780.OF,"[[[100.0, 500.0, inf], [0.008, 0.004, 1000.0]], [[100.0, 500.0, inf], [0.0032, 0.0012, 1000.0]]]","[[180, inf], [0.015, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003781.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003782.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003783.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003784.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003787.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 365, 730, inf], [0.015, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003788.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.002, 0.0]]",['普通投资群体'],['普通投资群体']
003789.OF,"[[inf], [0.0]]","[[inf], [0]]",['普通投资群体'],['普通投资群体']
003790.OF,"[[100.0, 500.0, inf], [0.006, 0.004, 1000.0]]","[[7, 90, inf], [0.015, 0.003, 0.0]]",['普通投资群体'],['普通投资群体']
003791.OF,"[[100.0, 500.0, inf], [0.01, 0.008, 1000.0]]","[[7, 540, inf], [0.015, 0.01, 0.0]]",['普通投资群体'],['普通投资群体']
003792.OF,"[[inf], [0.0]]","[[inf], [0.0]]",['普通投资群体'],['普通投资群体']
003793.OF,"[[[100.0, 250.0, 500.0, inf], [0.008, 0.006, 0.004, 1000.0]], [[100.0, 250.0, 500.0, inf], [0.002, 0.0015, 0.001, 1000.0]]]","[[6, 29, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
003794.OF,"[[inf], [0.0]]","[[6, 29, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
003795.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 365, 730, inf], [0.015, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
003796.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.002, 0.0]]",['普通投资群体'],['普通投资群体']
